uniqueID,drugName,condition,rating,date,usefulCount,review
6605,Primidone,Seizures,7,40535,30,I was prescribed this medicine back in the late s for seizure control I recently stopped using this in It controlled my seizures well but I did not realize the side effects of it Side effects were irritability anger increased depression and behaviorBecause I literally grew UP with this medicine I can now see these issues after changing the medicine My brain was built to use it during pubertyyoung adultThis does control seizures and actually suppressed anxiety by slowing down all brain functions Be aware that epilepsy is cormorbid with depression quite often and this medicine may enhanceincrease depression symptoms
6606,Primidone,Benign Essential Trem,1,40161,65,I have epilepsy and had it controlled for several years with other medications Recently I was diagnosed with Essential Tremor and the doctor prescribed Primidone On the second day of use I had a seizure as I continued usage and increased dosage as directed I started losing muscle control in my legs I had periods where I thought I was losing my mind I was unable to speak clearly as it felt like my tongue was swollen but it was not It got to the point where I could not stand up in the shower without leaning against the walls My wife said get off that medicine Could not reach my doctor so I decreased dosage to zero I take a lot of different medications for number of different medical problems I think my brain had had it
6608,Primidone,Benign Essential Trem,6,40125,132,Ive had essential tremor for most of my life It has got worse in the last years so Ive taken to different drugs at different times to see how well they worked Propanolol worked best but unfortunately brought out my old asthma that I hadnt had since childhood Primidone was the only other that seemed to work for me but was not a cure all The problem I had with Primidone was the bad effects it gave you but I persevered and it went away in to days and has not come back again The bottle says to take three mg pills a day This is a lower dosage But I just take one mg pill once a day and have on occasion upped it to two when I want to feel more confident in public without embarrassing myself with hand tremors
6609,Primidone,Seizures,9,40110,18,I have been using this medication for approximately years I have had two healthy children during this time I am now in my s and find that I am experiencing tiredness fatigue and incoordination to the extent that I stumble or run into people or things easier than before Whether this medication is a cause to my clumsiness or not I am not sure It has helped to control my seizures since my last one in
6610,Primidone,Seizures,10,40051,21,Great
6611,Primidone,Benign Essential Trem,5,43062,0,mgday Helped but after a couple of weeks started to itch in very personal places Kept taking because itch was preferable to shakesThen developed vertigo and quit taking it Vertigo went away Resumed because vertigo and itching was preferable to shakes Vertigo and itch subsided after weeks Shakes somewhat better
6613,Primidone,Benign Essential Trem,7,43035,4,The Neuro Dr started the treatment of my Writers cramp with Propranolol It didnt help and my heartbeat went faster insteadI was switched to Benzyhexol Bz After taking just xmg Id loose control of my legs I am yrs I was often disoriented after taking Bz My Writer Cramp condition remained same still About mths ago my drug was changed to Primidone mg twice a day Worked great I could write legible once again But after wks my writing deteriorated Dose was increase to mg twice a day but still no improvement after days of increasing dosage I had to stop because I was having problem ejaculatingAfter days I resumed use yesterday mg only night In hrs noticed great improvements My plan is to take mgwk Ill update in a month
6614,Primidone,Benign Essential Trem,9,43029,2,I had very early onset of Essential Tremors Can remember it as far back as early grade school It is a progressive disorder and I am now need I say more Was about before they put me on Inderal At about something when I went to a specialist that put me on Primidone Had to start slow Have worked it up to the max amount I can take due to my low weight It does help but wish I could take more
6616,Primidone,Benign Essential Trem,8,42979,1,I have sores in my mouth and Im frequently hoarse but it does help control the tremors
6617,Primidone,Benign Essential Trem,10,42974,7,Works like a charm A little sedating when first starting but it goes away I can take pictures again
6618,Primidone,Benign Essential Trem,6,42959,4,Ive recently been diagnosed with Essential tremor so started on primidone mg X day and inderol mg X day for weeks Tremors initially subsided but now they are back today as well as struggling with gait again My jaw feels like it wants to quotlockquot or a quotstiffnessquot Looking for a second opinion at this time
6620,Primidone,Benign Essential Trem,1,42896,2,Long term use of this drug caused really bad side effects in my husband It caused his body to quit producing a natural sodium
6621,Primidone,Benign Essential Trem,6,42867,17,I have had a mild case of benign essential tremor for almost years My primary care doctor has always associated my shaking with anxiety or hormones however my neurologist diagnosed it as benign essential tremor I have been taking Primidone only mg twice a day for a month now and it seems to have decreased the shaking a bit However it makes me extremely tired and I sometimes have an odd dizzy feeling the first hour or so after taking it I am unsure if it will go away completely but it definitely has helped so I will continue to take this medication to see if the side effects eventually go away
6622,Primidone,Benign Essential Trem,10,42840,11,Im a year old female and my tremor started when I was Back and forth to the doctors for years and told it was due to anxiety years ago they sent me to a neurologist who diagnosed me with a benign essential tremor which worsens when physical Ive been on Primidone for approximately months now and have increased the dosage from mg now a month later mg Tremor comes and goes still but not as badMy next problem now is a rare side effect of Primidone is a skin rash my doctors are unable to confirm whether this is due to the medication or whether it is Rosacea does anyone else have this problem I have now been advised to decrease my dosage I cannot win
6625,Primidone,Benign Essential Trem,5,42803,13,Got Benign Essential Tremor yrs ago I was Been on primidone mg two in am close to years I just found out it is a barbituate No wonder Im sleepy all the time in the morning Now when I look back I had been vomiting in the beginning I was even hospitalized for intractable vomiting Tomorrow I have an abdominal ultrasound because I constantly have GERD and have vomited a lot recently Meds forever for GERD all sorts of kindsI have always let an internal medicine doctor prescribe the med I am going to see a specialist asap I gave primidone a rating of five because my tremor has never fully stopped it just isnt as noticeable to the public Occasionally someone will say I am nervous Then I tell them I have benign essential tremor Sick of it
6626,Primidone,Benign Essential Trem,1,42793,8,Issues with tremors of the trapezious muscles bobble head Dizziness nausea within minutes of taking first dose Currently only medication on my list of quotMedications allergic toquot
6627,Primidone,Benign Essential Trem,1,42763,23,I am an year old female and have an essential tremor I had Deep brain stimulation DBS surgery in July My battery isnt working as well as it did in the beginning I have tried drug after drug to help the tremor I have been taking tab Primidone of mg twice a day for a week My vision is affected my legs are like noodles sooooooooooo I am going to try at night or maybe quit all together I still drive taking care of business but with the vision problem I dont driveI took care of my husband with Alzheimers for years to I have written two books documenting the progression of the disease I am active but the vision stops me from living my life What should I do
6629,Primidone,Seizures,8,42743,1,I am yrs old since I had seizures and was on Dilantin mgday and Mysoline primidone mg Xday Then mths before I became I had a seizure The Neurologist took me off Primidone and put me on Topiramate mg twice daily I could feel my change confusionloss appetite and then days later I had a seizure worse than the one earlier I went back to him and he took me off topiramate and increased my primidone to xmg primidone twice day for total of mg primidone along with the original dilantinI am just starting to feel normal again like I did for the past yrs with no side affects that I am aware of yet plus it was something that I was taking for years and never noticed any of the side affects listed
6630,Primidone,Benign Essential Trem,8,42741,28,After taking mgday for about months it felt great not to have my tremor as much But in the last months I have been getting stiffer and stiffer as the days went on I have one frozen shoulder confirmed but my back neck and other joints were aching too My GP looked up primidone in his book and said joint stiffness is a side effect So I have no choice but to reduce my dosage A week after reducing my tremor is much worse so I dont know what to do now as I have exhausted all other medication
6631,Primidone,Benign Essential Trem,3,42712,10,Tremors seem to be getting worse I take a day Just turned Have had tremors for many yearsMaybe I should ask my doctor is there is something else for me to try
6632,Primidone,Benign Essential Trem,1,42618,26,I have had ETs for several years and taken various medications with varying degrees of success I have recently been put on mg of Primidone four in the morning two in the afternoon and four more at night But the tremors are worse than ever I cant even read my own writing It is just scribbling This stuff is a complete loser I definitely need something different
6633,Primidone,Seizures,1,42602,5,Im a yr old male I have essential tremor of the hands and neckhead Until yrs ago it had gone undiagnosed or misdiagnosed for years Ive been taking Primidone for months now Ive recently increased the dosage to mg times a day This is the only Essential Tremor drug Im taking at this time Ive been on Inderal Topiramate Gabipentin CarbodopaLevadopa and combinations Recently Phenol injections into my neck muscles did more harm then good Now I cant even lift my arms above my shoulders Heres hoping the primidone increase has some effect on my hands and head shakes No side effects so far I have not figured out why some days I have almost no tremor Have tracked my diet doesnt seem to be connected
6635,Primidone,Benign Essential Trem,8,42576,43,It took me months to adjust to primadone I was in a cloud not able to do my bookkeeping job not much of a short term memory but now after months I feel like my old self just in need of an hour napdayMy problem is I can only take half of a mg which is mg However these pills do not come in a mg Smallest mg is So I have to cut the pills in half In doing so the pill crumbles so I always lose half of it anyway I asked the pharmacist if they could cut the pill in half but they said that is illegal for a pharmacy to do soI wish it came in mg and I wish I could find out if it will in the futureAfter investing all this time in adjusting to the mg I would hate to start over with another drug
6636,Epoetin alfa,Anemia,1,42627,0,I have pots syndrome And low blood plasmaMy count in the beginning was And a year and a half later After going through heck twice a weekIt made me very illBad belly issuesJust worse them I was But im having that feeling I had beforeIm tired I cant eatIm weakthere had to be something else they can give me
6638,Epoetin alfa,Anemia,9,42406,1,Works well but very costly
6640,Epoetin alfa,Anemia Chemotherapy Induced,9,41111,31,I found this medicine to be a life saver After my first month of treatment for CLLSLL I was thrown into chemoinduced anemia extremely quickly After having a rough week with a small fever my hemooncologist gave me a shot of this and one week later I thought I had been reborn Terrific stuff and will help platelets out magnificently Give it a shot no pun intended Feel Better amp Take Care
6641,Epoetin alfa,Anemia Associated with Chronic Renal Failure,9,40078,31,Has helped me
6642,Epoetin alfa,Anemia Associated with Chronic Renal Failure,8,39755,7,Starting second week usage of Erythropoetin for possible kidney failure but definite anemia on a year old black Labrador Seems to be recovering slowly along with doses of amlodipinenorvasc enalapril and doxycycline
6644,Primidone,Benign Essential Trem,7,40007,82,I found Mysoline effective for my essential tremor but the side effects of tiredness lack of energy plus reduced sexual function difficulty in ejaculating is quite frustrating
6645,Primidone,Benign Essential Trem,10,39847,130,I started using this in combination with propranolol for my tremor I take mg of the propranolol in the morning and mg of Primidone before bed I had been taking the propranolol for years already and it cuts the intensity of my tremors by By adding Primidone as a combination therapy I would say that its reduced If you have a hereditary tremor like this you should ask your doctor about these medicinesGood Luck
6646,Primidone,Seizures,9,39821,22,Great Seizure control Low side effects after first weeks
6651,Propecia,Androgenetic Alopecia,9,42985,8,I have used for years and I have a little bit less sexual activity but it helps me to be more active in my work My hair is very much better and I have a little dizziness when getting up fast Totally I am totally satisfied
6652,Propecia,Androgenetic Alopecia,2,42938,8,Have been taking this drug for almost a year now My hair was starting to thin a few years back and I just decided to give this a try as we all know nothing else works Since Ive been taking it I havent noticed any real side effects so I guess Ive been lucky in that sense but to be honest neither have I experienced any change in hair loss either My hair is still thinning probably even more so now than it used to This drug has been an absolute waste of time and money It does not work Scientists can transplant organs from one body to another they can clone sheep they can grow an ear on a mouses back but for some reason they cant figure out how to grow hair where hair used to grow anyway Dont waste your money
6653,Propecia,Androgenetic Alopecia,1,42804,13,After days on Propecia I start to feel heavy brain fog I didnt now about this side effect but I found out on the internet that it is a common side I can tell you that feeling is worse than the sexual sides effects I wish no one to feel that horrible feeling
6654,Propecia,Androgenetic Alopecia,9,42783,18,When I turned I went in for a physical The doctor noticed my hair was thinning and recommended Propecia That was years ago and today I have a very full head of hair especially for a yo Two issues one it must be taken religiously I take it at least times a year Two its not cheap Generics are available on the internet My brother was born months before me Physically we are very similar During our youth our hair was almost identical Today he is balding badly Side affects Shortly after I starting taking it I DID have trouble getting an erection but the problem went away after a number of weeks I was thinking of quitting but just wanted to give my body a little more time to adjust And it did No regrets
6655,Propecia,Androgenetic Alopecia,1,42732,13,Im with mild receding hair still have a full head of hair but beginning to recede on the crown and round templesStarted Propecia on the had no side affects up until last night at no point did I look up reviews of side effects of the drug as I did not want other peoples experiences to play on my mind Last night noticed a tender pain in my testicules and its continued throughout the whole of today I am now stopping this drug immediately Ive spent the whole of day with aggressive pain the mentioned above area been projectile vomiting and had diarrhoea This drug has not worked for me and by reading others comments I will certainly review peoples opinions rather than trusting there findings
6656,Propecia,Androgenetic Alopecia,1,42613,31,Dont take this drug I used it for a few months and it killed my libido I did get some noticeable hair regrowth during that time so at least that worked It became very hard to get an erection and I became completely disinterested in sexIve read accounts that some people never regained their libido and suffered lasting erectile dysfunctionThis is not natural Your libido is part of who you are and so is hair loss Be a man and accept the loss of your hair as part of who you were meant to be
6657,Propecia,Androgenetic Alopecia,1,42502,41,Complete Brain Fog worse than anything you can imagine literally cant get out of bed because of the brain damage that this drug induced on me I feel completely literally detached from the world now not to mention even the less serious it caused ED no Libido Head Pressure complete cognitive shift feel like Im in a whole different world NEVER TOUCH this drug EVER EVER EVER unless your old and have nothing else to lose and dont care about life any more I would trade this with ANY other disease just for my brain function to come back again I feel like Im in a coma its absolutley frightful everyday it never leaves sexual sides are a joke compared to this
6658,Propecia,Androgenetic Alopecia,7,41037,74,I have been using this medication for just over a year now Hair has regrown over my crown but the top and temple areas are still quite thin have not regrown and not responded in the same way I guess these areas have not gotten any worse either Certainly I donut notice hair in the shower or in my hair brush as muchOn the sexual function side of things I have noticed a decrease performance wise I guess there was always going to be a tradeoff The main thing I think to watch out for is the effect the medication has on PSA levels and if you are already being monitored for this prior to starting Propecia it is worth bearing in mind and reminding your physician about the PSA lowering effect of Propecia
6659,Propecia,Androgenetic Alopecia,9,40674,124,At the tender age of I noticed that my hair was beginning to thin Not wanting to look like my dad or brother I got a prescription for Propecia So far its been working In fact if I miss a dosage Ill notice little bits of my hair fall into my keyboard or the pages of a book Im readingYes this medication is expensive My insurance wont cover it at all Funny that they cover Viagra though The only side effect is that I do notice a slight decrease in my sex drive but honestly thats probably good Keeps me out of trouble
6660,Propecia,Androgenetic Alopecia,9,40306,56,After month of using Propecia I noticed a decrease in the loss of hair after a shower Now in my th month of use there is a notable difference in the thickness of my hair and some growth noted
6662,Beyaz,Acne,9,42404,4,I started Beyaz in March of for my acne and now it is February it has almost been a year Ive had bad acne for about years before starting Beyaz I was on dermatologist prescribed medication but nothing was working as good as it I would hope About months after starting Beyaz I noticed improvement It was very slow improvement but now it is it beyond noticeable About halfway through the year of using Beyaz I started in a new environment which was college I thought this would make me break out Now months into college and I hardly ever have breakouts and I use less and less makeup For me Beyaz has changed my face completely I use to have multiple breakouts before and now I cant even remember the last pimple I had
6663,Beyaz,Birth Control,10,42373,4,I have been taking BeYaz for a year now to prevent pregnancy Because I have been taking it consistently at a scheduled time it has worked wonders I would recommend this pill to anyone that is sexually active Only side effects I have noticed are blood clots and emotional sensitivity highly recommend
6664,Beyaz,Birth Control,1,42369,1,BEYAZ is my WORST ENEMY I took this BC pill for months Completed week and the mood swings started Week I started bleeding light with minor cramps Week my light bleeding turned into heavy bleeding changing my pad every hour or less The cramps were no longer minor they were just unbearable that I had to take Norco and Ibuprofen at the same time just to take the edge off I spoke to my GYN about the symptoms and I was advise to give it another try even after I was in the ER injected with Dilaudid Started nd pack as the bleeding and cramping still continues Put on Vicodin and Naproxen for pain I became depressed angry isolated emotionally unattached and extremely tired I quit taking it mid way and now Im in recovery
6666,Beyaz,Birth Control,8,42233,7,So far its been a lot better than I expected I have been dreading going on hormonal birth control but after a failed experience with my Paragard IUD I gave Beyaz a try I havent gained any weight at all this was my biggest fear and Im so happy it didnt come true My stomach is flat and unbloated My boobs have increased in size they just feel nice and full but not sore Sometimes I do feel a little blue and my sex drive is definitely lower My libido is at about when I am with my boyfriend My acne has gotten much worse but they say this happens at first and then clear skin follows Period has been light and no cramps
6667,Beyaz,Birth Control,5,42181,3,When I first started taking Beyaz it was great I had no problems but towards the end of the cycle I had terrible attitude was very emotional nauseous and too many headaches Once my period was gone it came back a day after and it was light to medium Very bad cramps My appetite increased a lot more when I started But everyones body is different and would react different to the pills
6669,Beyaz,Premenstrual Dysphoric Disorde,4,42159,3,I am and when I started this birth control I took it to relieve horrible periods due to what I believe is endometriosis with intense pain that lead to passing out and heavy bleeding horrible This pain has stopped which is great and my acne stayed about the same as before minor not any worse But the last month I have been on it a new symptom has arose that is causing me to switch the worst nausea I have ever had I take it at night and I wake up in the morning almost unable to do anything Also now get carsick and never have before and increased my anxiety I should mention I do have hashimotos thyroid disease which may contribute to my experience Will be switching to microgestin to see if I can be more comfortable
6670,Beyaz,Birth Control,7,42037,5,Ive been taking Beyaz for about years now I started when I was because of severe cramps It worked great for a while but in the last few months I have experienced spotting and longer periods with more severe cramps I am going to speak to a doctor about trying another pill
6671,Beyaz,Birth Control,8,42019,10,I feel wonderful taking Beyaz but its not perfect It really helped with moderate acne sometimes I would break out on my back and chest since taking I dont remember when I had a blemish I have no mood swings bloating or weight gain Im actually at my lowest weight Best thing my sex drive is great The only minus is my period still varies sometimes its heavy sometimes its light and Im still getting intensive cramps the first day but honestly I have no other issues and I can deal with it
6672,Beyaz,Acne,10,41989,9,After one month I began noticing a difference I was still getting breakouts but they were healing faster and were not painful anymore By two months I still was getting pimples but they were tiny and vanishing overnight Then after that it stopped all together I dont currently have a single pimple on my face and my post acne marks have had the chance to fade over the last three weeks Im finishing up my third month on the pill this week Side Effects At first I felt a bit drowsy had spotting the first two months and breast tenderness But these symptoms seem to be fading just like my acne I would strongly recommend this to anyone who thinks they may have hormonal acne I only wish I had tried it sooner
6673,Beyaz,Acne,8,41863,10,Beyaz was the second birth control I used In terms of acne it completely cleared my back chest and face acne However I have gained about pounds and am very active and cannot lose weight I also am irritable like no other I have terrible mood swings I loved that it cleared my acne but the mood swings and weight gain have to go so I am switching to Apri but if that doesnt work I would go back
6675,Beyaz,Acne,10,41830,30,I love Beyaz I was on Beyaz for years and decided to try a new pill Dumb I switched to another birth control for a year and broke out terribly battled depression and had inexplicable mood swings I switched back to Beyaz two months ago and my acne has cleared COMPLETELY after a month and a half my breasts grew a cup size and I am not gaining weight I am also a runner and was worried about the blood clot scandals with this medicine however I have never had a problem It is an incredible birth control pill for me and I absolutely LOVE it I am also a nurse from my understanding I want to note that many of the issues with blood clots are in HIGH RISK patients those who smoke who are over etc Take care of your body
6676,Beyaz,Acne,7,41772,12,I was prescribed Beyaz a year ago to control my acne and regulate my periods I was experiencing acne like never before and was having periods one month then none the next Beyaz did work It cleared up my acne However it made my periods very light inconsistent and only days long Call me crazy but I miss having day consistent periods With Beyaz my periods are so light tampons are painful to use and pads are too much protection But I have to wear something I have unexpected burstsflows during those days My periods also dont start until the last day of the pack Ive had to skip the last pill just so that my period would start Maybe Beyaz is too strong for my cycle but it did wonders for my acne
6678,Beyaz,Acne,9,41735,11,All I am going to say is my skin is flawless After the first months I used to have outbreaks and blemishes People always compliment me on how flawless my skin is and that I should do cover girl commercials Beyaz
6679,Beyaz,Birth Control,6,41687,15,I have been on Beyaz for several years When I first started using the pill I experienced frequent nausea for almost a year I gradually switched time of dosage to the evening upon recommendation from my obgyn The nauesa did clear up I virtually have no acne Within the first few years I did have lighter periods day bleeding with minimal cramping However in my fourth year of being on this pill I have been getting my period for only a day Most times I skip a period entirely This is due to the thin uterine lining I did however develop severe mood swings and panic attacks which I suffer from daily I also have had some hair thinning and some weight gain Loss of libido at first but it did return after the st year
6680,Beyaz,Birth Control,9,41682,6,Beyaz was the first birth control I experienced and I was on it for years It was nearly the perfect pill for me no weight change no mood swings I regulated to it immediately it dramatically shortened my periods to days and was exactly on time every single month The ONLY two problems I had that warranted me switching included a decreased sex drive and multiple yeast infections It was also a tad pricy If it werent for the yeast infections at least I would stay on it Im nervous about switching pills but Im glad to know that I can go back on Beyaz if the others dont work out
6682,Beyaz,Birth Control,4,41555,20,I started taking Beyaz about a month ago I was originally taking Microgestin for birth control for a little over a year and I started to experience extreme cramps that kept me from classes on some days I never had problems with acne or mood swings ever especially while on Microgestin Now that Im taking Beyaz I have very bad acne and feel very depressed and lack luster I normally have a very high sex drive as well and lately it has decreased immensely Needless to say I will be switching
6683,Beyaz,Birth Control,10,41536,33,Previously I was on Yaz for about years and my insurance didnt cover it so I switched to BeYaz I was on it for a good two years because its the same thing as Yaz Personally I love this birth control This is the only birth control for me I suffer from PMDD and this helps me tremendously And I also suffer from acne my skin cleared right up in a week Periods are better and shorter No weight gain or other side effects Perfect pill I highly recommend this birth control
6685,Beyaz,Acne,4,41528,5,I started birth control about a month ago for bad cramps and to regulate my period I never really had bad acne before but Ive been on Beyaz for a month now and my acne is bad I have at least large pimples on my face at all times which Im not used to I dont know if I should stick it out and see if it gets better or if I should switch to a different birth control Other than the acne Beyaz is really helping with my periods They last days at the most and little to no cramps at all
6688,Paxil CR,Anxiety,10,40084,20,I love it It works for me very well I take mg every morning
6690,Paxil CR,Panic Disorde,5,40025,20,Paxil CR helped control the anxiety and panic attacks It did allow me to live my life normally However I have had one big side effect Since January I have gained lbs It does not matter that I workout four or five days a week for or two hours and try to eat a healthy diet No matter what I did I continually gained weight My doctor has now taken me off of it due to the rapid weight gain I have experienced She felt that the rapid weight gain was not healthy and could lead to obesity if I did not quit taking the drug So I am going to come off of Paxil CR hopefully drop this excessive weight because I have never had a weight problem until now and I am years old and just go from there
6692,Paxil CR,Depression,1,39869,3,This medication was not helpful for my depression at all
6693,Paxil CR,Depression,8,39819,13,Ive been on Paxil CR for about months now I would highly recommend it My doctor decided to put me on it immediately after my suicide attempt Today I feel great have stopped crying and my suicidal thoughts are gone Only bad side effect is my lack of interest in sex
6694,Paxil CR,Anxiety,9,39632,28,I was taking Prozac for few years to treat my symptoms of depression but I could still feel anxiety and irrational fears like being alone in the house then my therapist suggested to switch to Paxil CR and my whole world has changed Im not scared anymore and I feel a lot better I am optimistic enthusiastic outgoing etc Paxil works for me
6695,Paxil CR,Anxiety,7,39536,43,I was taking Paxil for both depression and anxiety It worked very well for me for the past four years My husband could definitely tell the difference and if I missed a dose the effect was immediate However I was not aware that it could cause weight gain and I have gained over pounds even though I am eating healthy and exercising
6697,Paxil CR,Anxiety,10,42870,13,It will do nothing negative Give it a try to enjoy life Life is short Dont take the burden of social anxiety and panic attacks for your whole life If you still feel terrible when taking Paxil use inderal as well and you will see an improvement in life My score for Paxil CR is in just days PS if you ignore this illness it will give you IBS high BP anxiety messes with career goals gives heart problems sleep problems low energy you need short naps always low confidence and so on I avoided medicines from age to years and now finally I took the step for paxil Stay blessed
6698,Paxil CR,Anxiety,8,42650,1,After years on Paxil then years on Paxil CR I weaned myself off in months I had severe nausea and abdominal pain for months I am back on Paxil mgdaily under a Physician Assistants care to eventually wean off Nausea is gone as is the abdominal pain It was so bad for those three months I was hardly able to function because of the extreme nausea
6699,Paxil CR,Generalized Anxiety Disorde,1,42613,4,I was prescribed Paxil CR for GAD which was mostly situational I cannot tell you how awful of an experience it was for me My anxiety went through the roof to the point I didnt want to leave home which is not like me at all I became very depressed which I wasnt to start out with Crying uncontrollably Pacing and restless could NOT sit still Went from pounds to in weeks No appetite intrusiveracingall negative thoughts couldnt sleep for more than an hour or two at a time paranoid confused no concentration no motivation sweating constant diarrhea jaw clenching stomach pains body aches dry mouth yawning and dizziness After days on this med my doctor pulled the plug because I was better before it
6702,Paxil CR,Anxiety,8,42533,6,Am able to drive around town way better but not on freeways or bridges Sometimes feel dizzy when tired or overexerting Doing more fun stuff
6704,Paxil CR,Generalized Anxiety Disorde,9,42480,6,Prior to getting on the aropax I started having anxiety symptoms from nowhere The meds have improved my quality of life quite a bit
6705,Paxil CR,Depression,8,42269,6,It was pretty efficientwithin months i had been out of my acute depressive episode and full of lifei hadnt experienced any increase in apetite as i was warned and in fact it helped with my IBS a lotI was started on mgday then mgday for around months after which I sought my doctor for Mania symtpoms i was experiencingvery talktative juggling thoughts very rapid tone and rush of ideas when speaking and most importantly insomnia anyhow we had to emergency stop it mg for weeks then mg for one and then nothingWORST experience in the world its very physically debilitating nausea dizziniess wierd feeling ON my headhad to take xanax to combat the withdrawal symptoms couldnt leave the house for mnoths
6706,Paxil CR,Depression,10,42167,37,I tried so many medications before like prozac and zoloft I cant remember the rest but they made me sick or suicidal Ive been on Paxil CR for yrs and never increased and it is the best one for me I cannot live my life without paxil It has made me a better person mother sister and friend
6707,Paxil CR,Panic Disorde,2,42023,11,Made my depression and anxiety worse Caused more instances of suicidal ideation
6708,Paxil CR,Panic Disorde,10,41847,32,Paxil CR has made a great impact on my quality of life I started menopause and was dealing with stressful family health issues both beginning at the same time I begin to suffer from panic attacks and was overly sensitive to EVERYTHING I was taking Lexapro which did not help at all Paxil CR has been a God send for me
6709,Paxil CR,Generalized Anxiety Disorde,10,41540,75,I have been dealing with anxiety all my life I thought that was how everyone lived Last year I had a debilitating episode of anxiety and finally sought help After hearing my history the doctors wanted me to get on SSRIs asap I resisted at first due to fears but eventually relented Started with mg a day of Paxil was on that does for three months and I still had some anxiety Went up to mg and after the new dose kicked in I have never felt better It has been a year at mgs and my anxiety is gone not just health anxiety but social anxiety money anxiety My mind finally works the way it was meant to and I owe it all to Paxil
6712,Paxil CR,Depression,7,41478,20,Before I started taking Paxil CR I felt I couldnt function when Dr started me at a small dose until he found the right dose for me to take and then I felt normal again
6713,Paxil CR,Depression,3,41469,17,HUGE weight gain From lbs up to lbs and there didnt seem to be any way to lose the weight I am not an eater or a snacker if anything I cant manage breakfast and I eat a healthy sandwich for lunch and can only manage the meal that my husband eats at night For me depression loss of appetite
6714,Paxil CR,Premenstrual Dysphoric Disorde,9,41443,21,I was prescribed Paxil mg for Premenstrual Dysphoric Disorder Ive been taking it for two weeks and I feel so much better It also helps with my social anxiety as well I feel calmer centered and more assertive It makes me less emotional and somewhat experience quotflat effectquot which could be bad in certain situations In first two days I felt very nauseated and couldnt eat and lost pounds however I noticed my appetite has increased and Im watching my weight So far so goodNote SSRIs works differently on premenstrual women and improvements is seems in the very first cycle at least in my case
6717,Paxil CR,Depression,6,40551,17,After unsuccessful medications this one made me the most balanced and even
6718,Paxil CR,Depression,10,40343,10,I have had great success with the use of this medicine One thing I would tell people is if you have problems sleeping on this medicine talk to your doctor first and foremost I did talk with my doctor and I am also taking another medicine to help with that I have Bipolar disorder with manic tendencies Depakote Paxil CR and Risperidone for me all together works Anyone looking at this I hope it helps with your treatment process with the guidance of your doctor Good luck
6719,Paxil CR,Depression,7,40218,19,I have been on Paxil CR for a little over a month I have previously taken Zoloft Lexapro and Prozac and none of them worked as well as this drug I was constantly agitated on the Lexapro and Prozac and they didnt seem to help with the depression Zoloft just made me feel weird Each drug is different for each person but this one works the best for me so far I feel calm and happy during the day The only problem with it for me and it is a big one is that I cant sleep I will spend hours in bed with my eyes open tired but unable to actually fall asleep I then have a hard time waking up but once I do then I am awake and not groggy I am going to talk to my Doctor about it and hopefully he will have a solution
6720,Paxil CR,Depression,5,40108,8,This drug no longer works for me because of a job loss I have gone down hill ever since I lost my job in early September
6721,Beyaz,Birth Control,1,43067,0,This drug can create absolutely horrible stomach problems I went from having no stomach issues to horrible IBS all due to BeyazMy sister was on the same birth control while I was on this drug and was also experiencing the same symptoms I got an IUD and went off Beyaz and my stomach started feeling better However it took almost months for my body to fully recover Horrible side effects for a birth control would not recommend it to anyone
6723,Beyaz,Birth Control,8,43052,1,Ive been on this birth control for about weeks now and let me explain Ive never been on birth control before I experienced just about no side effects so far no unusual weight gain headaches or cravings No bad mood swings and it already helping my acne the reason I went on it The downfall Ive been bleeding for the whole weeks Ive been on it I started it the day of my period as instructed usually I bleed for days but I have had my period now for weeks straight I think its getting light and about to go away and then I wake up the next morning and back again If this side effect continues into the next pack I may have to give up beyaz I am on the generic by the way
6726,Beyaz,Acne,9,42962,0,In the beginning I was emotional and all over the place amp I also broke out I am now near the three end mark and my skin has improved tremendously I do have scars and Ive never been one to get scars from picking at pimples but Im not sure if the pills had something to do with it or picking at them did Other than that all the side effects have subsided and my skin is the clearest it has been in a loooong long time
6727,Beyaz,Birth Control,5,42879,3,I started Beyaz about months ago The first months were greatno acneno cryingno anger or crazy mood swings The last or months have been bad though My face started breaking out I am very emotional and angry I dont know if its because my pharmacy started giving me the generic version or its the hormones but everything was great until recently
6728,Beyaz,Birth Control,10,42814,15,I have a history of depressionanxiety which Im currently treating w medication I also have had symptoms of PMDD in the past Beyaz is the ONLY birth control I have tried that completely takes away the PMDD clears my face hasnt made me gain weight etc I love it When a generic for Beyaz came out Rajani I tried it for months and each month two days before starting my period I had terrible PMDD episodes with extreme depression anxiety cramping migraines Im going back to Beyaz
6729,Beyaz,Birth Control,8,42745,3,I switched to Beyaz about years ago after being on OrthoNovum The first months was tough I recall having irritability fatigue discolored complexion breakthrough bleeding during sex etc After that transition I felt fine About years ago my period began being lighter and lighter and evenutally went away I asked my GYN if it was ok and she assured me that Beyaz may eliminate my period At first I was displeased because I wanted a period to prove that I wasnt pregnant each month But when my gyno told me she can put me on something else to force a period I told her no Now with the new year I discovered that my new RX plan doesnt cover ANY of the BEYAZRAJANISAFYRAL contraceptives Im DOOMED
6730,Beyaz,Acne,1,42717,0,Broke my face out horribleevery where my face was covered with acne I was on it for months and I regret it so much I would only get a zit every now and then I stopped the pill my face is better but I have horrible scarring everywhere My face was so pretty and this pill ruined it
